faction,hero_name,spd,attack_damage,attack_range,attack_speed,max_health,max_mana,armor,skill_name,skill_description,flavor_text,rarity,target_priority,spell_target_priority
holy,HighPriestess,4,0,0,1,120,200,0,Resurrection,"Revives all dead allies in 5-tile radius with 30% health","Death is a suggestion, not a command.",Legendary,ALLY,ALLY
holy,Paladin1,5,30,25,1,140,100,8,Lay_On_Hands,"Heals ally for 150 health or damages undead for 150","My touch: a blessing or a curse. You choose.",Rare,ALLY,STRONG
holy,Paladin2,6,28,25,1,130,90,7,Cleanse,"Removes all debuffs from ally and grants immunity for 1 turn","Impurities flee before holy determination.",Rare,ALLY,ALLY
holy,Paladin3,4,32,25,1,145,110,9,Divine_Judgment,"Deals 100 damage plus 50 for each debuff on target","The Light keeps receipts for all sins.",Rare,STRONG,STRONG
holy,Priest,3,0,0,1,100,120,0,Healing_Prayer,"Heals target ally for 80 health over 2 turns","The divine plan includes your continued breathing.",Common,ALLY,ALLY
demon,ClawedDemon,7,35,25,1,130,70,4,Rending_Slash,"Deals 60 damage and causes bleeding (20 damage/turn for 3 turns)","Flesh parts like wet parchment before my claws.",Uncommon,WEAK,WEAK
demon,DemonFireKeeper,4,0,0,1,90,150,0,Summon_Ember,"Spawns 3 Fire Imps near target location","My children hunger for your screams.",Rare,ALLY,CLOSE
demon,DemonFireThrower,3,0,120,1,80,100,0,Incendiary_Toss,"Throws fireball dealing 90 damage in 3-tile radius","Property damage? I call it 'landscaping'.",Common,FAR,FAR
demon,DemonLord,6,50,40,3,200,200,15,Apocalypse,"Deals 200 damage to all enemies and heals self for 100 per kill","Ragnarok was my college thesis.",Legendary,CLOSE,CLOSE
demon,DemonTormentor,5,20,160,1,95,130,2,Soul_Siphon,"Steals 70 health from target and transfers to weakest ally","Pain is currency; I am the banker.",Rare,WEAK,WEAK
demon,Demoness,8,30,25,1,110,110,3,Seduction,"Charms enemy unit to fight for demons for 3 turns","My beauty isn't deadly... oh wait, yes it is.",Epic,STRONG,STRONG
demon,FireBall,0,0,0,1,50,0,0,Detonate,"Explodes on contact, dealing 100 fire damage in 2-tile radius","Complimentary sauna included with every explosion.",Common,CLOSE,CLOSE
demon,FireImp,10,15,40,2,60,0,0,Scorch,"Deals 30 damage and reduces target armor by 3","Annoying? I prefer 'tactically distracting'.",Common,WEAK,WEAK
demon,HighDemon,6,40,25,1,160,140,10,Infernal_Aura,"Burns nearby enemies for 30 damage/turn and reduces healing","My presence makes hell feel like a vacation spot.",Epic,CLOSE,CLOSE
demon,Imp,9,10,25,2,55,0,0,Nuisance_Bite,"Deals 15 damage and interrupts channeling spells","Size matters not when nibbling at tendons.",Common,WEAK,WEAK
demon,Succubus,7,25,40,1,100,120,1,Lure,"Pulls target enemy 4 tiles toward her and silences for 1 turn","Come closer... let's discuss your mortality.",Rare,STRONG,STRONG
demon,Trident,0,0,0,1,70,0,0,Demonic_Anchor,"Prevents all enemies within 3 tiles from moving for 1 turn","Not a trident. A 'mobility reassessment tool'.",Uncommon,CLOSE,CLOSE
undead,ArchLich,3,0,0,1,90,180,0,Plague_Nova,"Deals 120 damage and infects enemies (40 damage/turn for 3 turns)","Death isn't contagious. My magic is.",Epic,ALLY,FAR
undead,Banshee,5,20,200,1,80,130,0,Wailing_Doom,"Stuns all enemies in cone for 2 turns and deals 50 damage","My lullabies ensure you never wake up.",Rare,FAR,CLOSE
undead,BansheeQueen,6,0,0,1,140,200,0,Death_Chorus,"Kills all units with less than 100 health in 5-tile radius","The finale you never hear coming.",Legendary,ALLY,WEAK
undead,DeathKnight,4,45,25,1,170,100,12,Reaper_Strike,"Deals 100 damage and heals self for 50% of damage dealt","I don't harvest souls; I collect overdue debts.",Epic,STRONG,STRONG
undead,DeathLord,3,40,40,1,180,150,15,Dark_Command,"Resurrects 3 nearby corpses as Skeleton Warriors","My army grows from your failures.",Legendary,ALLY,ALLY
undead,DreadKnight,5,38,25,1,160,90,10,Terror_Aura,"Reduces damage of nearby enemies by 30% for 3 turns","Fear isn't my weapon. It's my ambiance.",Rare,CLOSE,CLOSE
undead,Ghost,8,25,25,1,70,60,0,Phasing,"Becomes immune to damage and moves through units for 1 turn","Solidity is a temporary condition.",Common,CLOSE,CLOSE
undead,Ghoul,5,30,25,1,100,0,0,Cannibalize,"Heals self for 60 health when killing a unit","Waste not, want not... especially brains.",Common,WEAK,WEAK
undead,Lich,4,0,0,1,85,160,0,Raise_Dead,"Summons 3 Skeletons near target location","Why hire minions when you can recycle?",Rare,ALLY,CLOSE
undead,Necromancer,3,15,160,1,75,140,0,Zombie_Horde,"Summons 2 Zombies at target location","My friends are dead. Literally.",Uncommon,ALLY,CLOSE
undead,Reaper,4,50,40,1,150,120,5,Soul_Harvest,"Instantly kills units below 25% health and heals self for 100","I don't reap wheat. I reap existential dread.",Epic,WEAK,WEAK
undead,Skeleton,4,20,25,1,60,0,0,Bone_Rattle,"Reduces adjacent enemies' armor by 3 (stacks 3 times)","My dance moves lower your defenses. Literally.",Common,CLOSE,CLOSE
undead,SkeletonArcher,4,22,160,1,65,0,0,Rotting_Arrow,"Reduces target healing received by 75% for 3 turns","My arrows carry career-ending infections.",Common,FAR,WEAK
undead,SkeletonHorseman,7,28,25,1,90,0,0,Galloping_Doom,"Deals double damage (56) when moving 4+ tiles before attack","Even in death, the cavalry charge endures.",Uncommon,CLOSE,CLOSE
undead,SkeletonMage,3,18,200,1,70,100,0,Bone_Spike,"Deals 80 damage and roots target for 2 turns","Who says skeletons can't be sharp?",Uncommon,FAR,CLOSE
undead,SkeletonWarrior,4,25,25,1,75,0,0,Reassembly,"Revives with 50% health if killed by non-holy damage","I've fallen... and I'll get up repeatedly.",Common,CLOSE,CLOSE
undead,SoulCollector,5,0,0,1,110,180,0,Harvest_Essence,"Steals 100 mana from target and distributes to allies","Mana is currency; I am the tax collector.",Rare,ALLY,STRONG
undead,SpikedGhoul,5,35,25,1,115,0,0,Corpse_Explosion,"Explodes on death, dealing 100 damage in 3-tile radius","My parting gift: shrapnel and regret.",Uncommon,CLOSE,CLOSE
undead,Zombie,2,15,25,1,90,0,0,Grabbing_Hands,"Immobilizes target for 1 turn on hit","Slow down... let's smell your brains.",Common,CLOSE,CLOSE
undead,ZombieButcher,3,40,25,1,130,0,0,Cleaver_Swing,"Hits all enemies in front for 55 damage","My specialty: organ removal without anesthesia.",Uncommon,CLOSE,CLOSE
undead,ZombieCrusher,2,45,25,1,140,0,0,Smash,"Deals 70 damage and stuns for 1 turn","Subtlety died. I just crush things now.",Uncommon,STRONG,STRONG
undead,ZombieCrusher2,2,45,25,1,140,0,0,Smash,"Deals 70 damage and stuns for 1 turn","Subtlety died. I just crush things now.",Uncommon,STRONG,STRONG
undead,ZombieCrusher3,2,45,25,1,140,0,0,Smash,"Deals 70 damage and stuns for 1 turn","Subtlety died. I just crush things now.",Uncommon,STRONG,STRONG
undead,ZombieDog,8,20,25,2,65,0,0,Rabid_Bite,"Causes infection (20 damage/turn for 3 turns)","Fetch? No. I fetch souls.",Common,WEAK,WEAK
undead,ZombieRunner,7,18,25,1,75,0,0,Contagious_Lunge,"Infects all enemies passed through (30 damage/turn for 2 turns)","Zombie sprinter: an Olympic event in hell.",Common,CLOSE,CLOSE
undead,ZombieWarrior,3,30,25,1,120,0,0,Undying_Fury,"Gains 20% attack speed when below 50% health","Death is my starting line, not finish.",Common,CLOSE,CLOSE
villager,Anvil,0,0,0,1,200,0,10,None,"Stationary object used for blacksmithing","Heavier than your life choices.",Common,CLOSE,CLOSE
villager,Blacksmith,3,0,25,1,110,50,3,Sharpen_Blade,"Increases ally's attack damage by 15 for rest of battle","A whetstone and wisdom: both edge-sharpeners.",Common,ALLY,ALLY
villager,Gatherer,4,0,0,1,90,0,0,Forage,"Heals self and adjacent allies for 40 health at end of turn","Berries: nature's apology for existing.",Common,ALLY,ALLY
villager,GraveDigger,3,0,25,1,95,0,1,Shallow_Grave,"Resurrects random nearby corpse as a 50-health Zombie","I make dead things... less dead?",Common,ALLY,ALLY
villager,Hunter,5,0,120,1,100,0,1,Set_Snare,"Roots first enemy entering 3-tile radius for 2 turns","Predators become prey in my forest.",Common,CLOSE,CLOSE
villager,Lumberjack,4,0,25,1,120,0,2,Timber,"Deals 50 damage to trees, creating impassable terrain","I solve problems with an axe. All problems.",Common,CLOSE,CLOSE
villager,Merchant,4,0,0,1,80,100,0,Bribe,"Reduces enemy attack damage by 50% for 2 turns","Everyone has a price. Yours is surprisingly low.",Common,STRONG,STRONG
villager,Miner,3,0,25,1,115,0,3,Prospect,"Increases armor of adjacent allies by 5 when not moving","Gold isn't found. It's liberated from the earth.",Common,ALLY,ALLY
villager,NobleMan,3,0,0,1,70,0,0,Command_Respect,"Increases experience gain of nearby allies by 20%","My presence is a buff. Bow appropriately.",Common,ALLY,ALLY
villager,NobleWoman,3,0,0,1,65,80,0,Inspiring_Presence,"Heals all allies in 3-tile radius for 30 health/turn","Elegance disarms; my smile decapitates.",Common,ALLY,ALLY
villager,Nun,3,0,0,1,85,120,0,Prayer,"Heals most injured ally for 80 health","The divine hears all... especially my requests.",Common,ALLY,ALLY
villager,OldMan,2,0,0,1,60,0,0,Storytime,"Increases max health of adjacent allies by 10%","In my tales, heroes never die young.",Common,ALLY,ALLY
villager,OldWoman,2,0,0,1,65,0,0,Herbal_Remedy,"Removes 1 debuff from adjacent allies each turn","My chicken soup cures curses too.",Common,ALLY,ALLY
villager,Peasant,4,0,0,1,90,0,0,Work_the_Land,"Spawns 10-health Scarecrow decoy at target location","Farming: where hope meets dirt.",Common,ALLY,CLOSE
villager,Princess,4,0,0,1,75,150,0,Royal_Blood,"Revives one fallen ally with 20% health","Dying is forbidden in my presence.",Rare,ALLY,ALLY
villager,Queen,3,0,0,1,100,200,0,Decree_of_Life,"Heals all allies to full health over 3 turns","My command: 'Live.'",Epic,ALLY,ALLY
villager,SuspiciousMerchant,5,0,0,1,70,0,0,Smoke_Bomb,"Becomes invisible and teleports 6 tiles away","Inventory suddenly closed! Try again never.",Uncommon,CLOSE,CLOSE
villager,Thief,7,0,25,1,65,0,0,Pickpocket,"Steals 50 mana from target and transfers to self","Your coin purse? Oh, this old thing?",Common,STRONG,STRONG
villager,VillagerMan,4,0,0,1,95,0,0,Rally,"Increases movement speed of adjacent allies by 2","To the tavern! Or battle. Whatever's closer.",Common,ALLY,ALLY
villager,VillagerWoman,4,0,0,1,90,0,0,Encourage,"Increases attack damage of adjacent allies by 10","I make heroes feel taller. Metaphorically.",Common,ALLY,ALLY
villager,Worker,4,0,0,1,100,0,1,Repair,"Heals structures or mechanical units for 80 health","If it's broken, I fix it. If it's demonic, I run.",Common,ALLY,ALLY
